nct_id,title,status,start_date,completion_date,phase,enrollment,study_type,sponsor,sponsor_class,fda_regulated
NCT03642639,A Study to Look at Performance of MICRUSFRAME and GALAXY Coils for the Treatment of Intracranial Aneurysms,COMPLETED,2018-08-23,2025-06-12,NA,809,INTERVENTIONAL,"Cerenovus, Part of DePuy Synthes Products, Inc.",INDUSTRY,True
NCT04784156,Use of a Sustained Dynamic Compression Intramedullary Nail for Subtalar Arthrodesis,UNKNOWN,2021-06,2024-03,,60,OBSERVATIONAL,"MedShape, Inc",INDUSTRY,True
NCT04568356,A Clinical Evaluation of COVID-19 Rapid Point of Care Antigen Tests,COMPLETED,2020-04-24,2020-09-24,NA,200,INTERVENTIONAL,"E25Bio, Inc.",INDUSTRY,True
NCT06256640,Mandibular Advancement Device (MAD) in Pregnant Women With Obstructive Sleep Apnea (OSA),WITHDRAWN,2024-02-01,2025-02-01,NA,0,INTERVENTIONAL,Henry Ford Health System,OTHER,True
NCT03194568,Vertebral Body Tethering Outcomes for Pediatric Idiopathic Scoliosis,COMPLETED,2017-07-12,2022-01-26,NA,20,INTERVENTIONAL,"Patrick Cahill, MD",OTHER,True
NCT04978363,iWalk Hands Free Crutch,COMPLETED,2021-10-05,2022-01-27,NA,21,INTERVENTIONAL,University of Iowa,OTHER,True
NCT04122248,M6-C Post Approval Study (PAS),ACTIVE_NOT_RECRUITING,2019-11-30,2026-06-30,,152,OBSERVATIONAL,Spinal Kinetics,INDUSTRY,True
NCT04147559,Post Market Clinical Follow-Up Study for PROFEMUR® Preserve Classic Femoral Stem,ENROLLING_BY_INVITATION,2020-10-21,2033-11-01,,150,OBSERVATIONAL,MicroPort Orthopedics Inc.,INDUSTRY,True
NCT04630262,ATTUNE Cementless FB Tibial Base Clinical Study,TERMINATED,2022-05-09,2023-03-31,NA,80,INTERVENTIONAL,DePuy Orthopaedics,INDUSTRY,True
NCT06993090,Efficacy of Dorsal Kinesio Tape Application for Carpal Tunnel Syndrome in Esports Gamers: A Randomized Clinical Trial,COMPLETED,2025-01-22,2025-03-28,NA,11,INTERVENTIONAL,"University of Nevada, Las Vegas",OTHER,True
NCT06513559,Anatomic Versus Reverse Shoulder Arthroplasty for Primary Glenohumeral Osteoarthritis,WITHDRAWN,2023-08-02,2024-10-30,NA,0,INTERVENTIONAL,University of Utah,OTHER,True
NCT04636190,Triathlon All-Polyethylene Tibia Outcomes Study,ACTIVE_NOT_RECRUITING,2021-07-02,2033-10,NA,204,INTERVENTIONAL,Stryker Orthopaedics,INDUSTRY,True
NCT04390425,Limb Occlusion Pressure Tourniquets to Decrease Pain After Surgery,ACTIVE_NOT_RECRUITING,2018-04-06,2026-12,NA,400,INTERVENTIONAL,The Methodist Hospital Research Institute,OTHER,True
NCT06638138,Study of Artelon FLEXBAND® for Patients Undergoing Soft Tissue Reconstruction of the Anterior Talofibular Ligament (ATFL) to Treat Lateral Ankle Instability,ENROLLING_BY_INVITATION,2023-08-22,2027-06-23,NA,92,INTERVENTIONAL,Stryker Trauma and Extremities,INDUSTRY,True
NCT02260921,Study to Evaluate the Iovera° Device for Temporary Relief From Knee Pain,COMPLETED,2014-10-20,2016-05-31,NA,180,INTERVENTIONAL,"Pacira Pharmaceuticals, Inc",INDUSTRY,True
NCT04124978,Evaluation of Prefabricated Adjustable Thermoplastic Mandibular Advancement Devices for Obstructive Sleep Apnoea,COMPLETED,2017-07-21,2019-04-23,NA,32,INTERVENTIONAL,Singapore General Hospital,OTHER,True
NCT05796908,Aptis PRUJ Prosthesis for the Treatment of Patients With Proximal Radial Ulna Joint Disorders.,RECRUITING,2024-04-12,2030-11,NA,84,INTERVENTIONAL,Aptis Medical,INDUSTRY,True
NCT02383160,Scaphoid Non-union and Low-intensity Pulsed Ultrasound Trial,UNKNOWN,2014-09,2023-12-31,NA,154,INTERVENTIONAL,University of Calgary,OTHER,True
NCT03061903,Closed Incision Negative Pressure Therapy vs Standard of Care,COMPLETED,2018-05-14,2022-03-07,NA,122,INTERVENTIONAL,Columbia University,OTHER,True
NCT03152461,Evaluation of the Clinical Performance of the Quantra System With the Quantra Surgical Cartridge,COMPLETED,2017-05-23,2018-02-09,,302,OBSERVATIONAL,HemoSonics LLC,INDUSTRY,True
NCT05678101,TENS for Relief of Postoperative Pain in Orthopedic Patients,ACTIVE_NOT_RECRUITING,2022-11-01,2025-12-30,NA,30,INTERVENTIONAL,Karolinska University Hospital,OTHER,True
NCT05467072,PMCFU of an Annular Closure System,UNKNOWN,2023-09-27,2025-10,,250,OBSERVATIONAL,Intrinsic Therapeutics,INDUSTRY,True
NCT04031209,G7 Dual Mobility System Used in Total Hip Arthroplasty for the Treatment of Femoral Neck Fracture,ACTIVE_NOT_RECRUITING,2020-01-01,2028-03,,275,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT04566874,SPIRA™-A 3D and HCT/p DBM vs. Medtronic Divergent™-L/Perimeter™ and Recombinant BMP-2,UNKNOWN,2020-07-13,2021-07,NA,100,INTERVENTIONAL,Camber Spine Technologies,INDUSTRY,True
NCT03980964,Evaluation of NMES for Reducing Pain and Improving Functional Outcomes in Knee OA Patients,COMPLETED,2019-06-07,2021-04-16,NA,40,INTERVENTIONAL,"CyMedica Orthopedics, Inc",INDUSTRY,True
NCT03438747,P-15L Bone Graft in Transforaminal Lumbar Interbody Fusion With Instrumentation,ACTIVE_NOT_RECRUITING,2018-04-24,2028-02-28,NA,290,INTERVENTIONAL,"CeraPedics, Inc",INDUSTRY,True
NCT04980547,Evaluation of the Surgical Proficiency and Effectiveness of the Acumed Scapholunate Repair System in Primary Scapholunate Instability Among Canadians,UNKNOWN,2023-01,2025-09,PHASE1,50,INTERVENTIONAL,University of Calgary,OTHER,True
NCT04835428,STAND - Study of the AGN1 LOEP SV Kit Compared to PMMA in Patients With Vertebral Compression Fractures,RECRUITING,2022-05-31,2027-12-31,NA,408,INTERVENTIONAL,"AgNovos Healthcare, LLC",INDUSTRY,True
NCT01754363,Survivorship of Attune Primary Total Knee Prosthesis,ACTIVE_NOT_RECRUITING,2013-02-01,2030-02-01,NA,1542,INTERVENTIONAL,DePuy International,INDUSTRY,True
NCT06071468,Registry of the Patient Experience for Carpal Tunnel Release,ACTIVE_NOT_RECRUITING,2024-01-26,2027-12-31,,2000,OBSERVATIONAL,"Sonex Health, Inc.",INDUSTRY,True
NCT06089291,Persona IQ Cohort Study,ENROLLING_BY_INVITATION,2024-02-20,2027-12,,200,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT07286513,Persona SoluTion PPS Femur PMCF,NOT_YET_RECRUITING,2026-02-28,2037-12,,200,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT03860259,Auriculotherapy for Surgical Pain,COMPLETED,2020-01-24,2021-09-29,NA,50,INTERVENTIONAL,Jacques E. Chelly,OTHER,True
NCT04537013,Clinical Study of Chondro-Gide® for Large Chondral Lesions in the Knee,TERMINATED,2020-08-26,2025-09-29,NA,82,INTERVENTIONAL,Geistlich Pharma AG,INDUSTRY,True
NCT06513182,Do Wound Protectors Reduce Contamination in Total Shoulder Arthroplasty?,ACTIVE_NOT_RECRUITING,2024-06-21,2029-06,NA,100,INTERVENTIONAL,University of Utah,OTHER,True
NCT04270968,Shock Wave Therapy On Cervical Pain Following Neck Dissection Surgery,COMPLETED,2018-11-03,2019-12-03,NA,46,INTERVENTIONAL,Qassim University,OTHER,True
NCT05315297,Pulsed Electromagnetic Field (PEMF) Therapy in Thumb CMC Arthritis,COMPLETED,2023-06-20,2024-08-31,NA,61,INTERVENTIONAL,Stanford University,OTHER,True
NCT05244187,Study to Evaluate the OrthoCor Active System for Pain Relief,COMPLETED,2022-11-07,2023-11-23,NA,120,INTERVENTIONAL,Caerus Corporation,INDUSTRY,True
NCT03726554,Post-Market Study of Comprehensive Reverse Augmented Glenoid and Mini Humeral Tray in Total Shoulder Arthroplasty,ACTIVE_NOT_RECRUITING,2018-08-28,2030-02,NA,99,INTERVENTIONAL,Zimmer Biomet,INDUSTRY,True
NCT03908476,"PROLONG Prospective, Multi-center, Open-label, Post-market Study",COMPLETED,2019-04-16,2021-11-15,NA,118,INTERVENTIONAL,Abbott Medical Devices,INDUSTRY,True
NCT02610855,Effect of Treatment on Activity and Muscle Function in Pediatric Patients With Scoliosis,ENROLLING_BY_INVITATION,2015-11,2026-08,NA,200,INTERVENTIONAL,Mayo Clinic,OTHER,True
NCT04425603,Anthology Hip Replacement System - Orthopaedic Data Evolution Panel (ODEP) Surveillance Study,COMPLETED,2007-04-30,2021-11-08,,270,OBSERVATIONAL,Smith & Nephew Orthopaedics AG,INDUSTRY,True
NCT05697939,3D Body Surface Modeling for Scoliosis Monitoring,RECRUITING,2020-08-26,2030-01-01,,13,OBSERVATIONAL,Stanford University,OTHER,True
NCT05584553,"PMCF Study on the Safety, Performance and Clinical Benefits Data of the ToggleLoc™ 2.9mm and JuggerLoc™ in the Shoulder",COMPLETED,2022-12-02,2024-06-30,,214,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT05506878,Auriculo-Nerve Stimulation on Post-Operative Opioid Requirement,RECRUITING,2022-10-24,2026-09-30,NA,286,INTERVENTIONAL,Jacques E. Chelly,OTHER,True
NCT04123600,Origin Stem and Logical Cup Post Market Clinical Follow-up,UNKNOWN,2019-11-19,2023-11-19,,200,OBSERVATIONAL,Signature Orthopaedics,INDUSTRY,True
NCT05830721,Continuous Compartment Pressure Monitoring for Compartment Syndrome in VA-ECMO Patients,RECRUITING,2024-01-02,2027-12,NA,6,INTERVENTIONAL,Johns Hopkins University,OTHER,True
NCT04803214,ReActiv8 Stimulation Therapy vs Optimal Medical Management: A Randomized Evaluation,COMPLETED,2021-07-14,2026-01-05,NA,203,INTERVENTIONAL,Mainstay Medical,INDUSTRY,True
NCT04109638,Pulsed Electromagnetic Field (PEMF) Therapy for Post-operative Pain Following Orthopedic Surgery,RECRUITING,2021-02-01,2027-02,NA,76,INTERVENTIONAL,Stanford University,OTHER,True
NCT03440632,Functional Electrical Stimulation During Walking in Cerebral Palsy,COMPLETED,2018-08-01,2021-09-30,NA,25,INTERVENTIONAL,Maastricht University Medical Center,OTHER,True
NCT04875052,Vibration and Post-traumatic Osteoarthritis Risk Following ACL Injury,RECRUITING,2021-01-11,2026-08,NA,114,INTERVENTIONAL,"University of North Carolina, Chapel Hill",OTHER,True
NCT07498166,Project Tendura: The Impact of Blood Flow Restriction Resistance Training (BFR-RT) in Patients With Achilles Tendon Rupture (ATR) Repair,ACTIVE_NOT_RECRUITING,2026-02-01,2027-02-01,NA,75,INTERVENTIONAL,Massachusetts General Hospital,OTHER,True
NCT03576079,Effect of Laser Therapy Versus Anterior Re-positioning Splint in the Treatment of Disc Displacement With Reduction,COMPLETED,2015-09-01,2018-06-01,NA,30,INTERVENTIONAL,Cairo University,OTHER,True
NCT05384093,Outcomes of Treatment Using the ERMI Shoulder Flexionater ®,RECRUITING,2019-06-25,2026-06-25,NA,210,INTERVENTIONAL,Foundation for Orthopaedic Research and Education,OTHER,True
NCT04230616,Efficacy and Safety of NAVIO,RECRUITING,2021-02-01,2030-02,NA,180,INTERVENTIONAL,Sint-Trudo Hospital,OTHER,True
NCT05615766,Assessment of a Robotic Exoskeleton for Upper Limb Rehabilitation,RECRUITING,2022-09-01,2026-03,NA,9,INTERVENTIONAL,University of Liverpool,OTHER,True
NCT03489408,Post-Approval Prospective Study - Conventus CAGE™ PH for Use in Proximal Humerus Fracture Fixation,TERMINATED,2018-02-01,2020-02-17,,40,OBSERVATIONAL,"Conventus Orthopaedics, Inc.",INDUSTRY,True
NCT05361980,Pediatric Orthopaedic Implant Safety & Efficacy,RECRUITING,2022-01-06,2029-12,,4000,OBSERVATIONAL,University of British Columbia,OTHER,True
NCT02047955,Tornier Shoulder Outcomes Study to Examine Safety and Functional Outcomes in Shoulder Arthroplasty and Fracture Patients,TERMINATED,2014-03,2024-10-16,,7500,OBSERVATIONAL,Stryker Trauma and Extremities,INDUSTRY,True
NCT03782675,Air Barrier System for the Reduction of Airborne Colony-forming Units During Total Shoulder Arthroplasty,UNKNOWN,2019-02,2019-07,NA,40,INTERVENTIONAL,"Nimbic Systems, LLC",INDUSTRY,True
NCT05438719,MOTUS Total Joint Replacement Investigational Device Exemption Study,ACTIVE_NOT_RECRUITING,2022-06-23,2029-06-13,NA,158,INTERVENTIONAL,3Spine,INDUSTRY,True
NCT05329129,"OssDsign® Spine Registry Study (""Propel"")",RECRUITING,2022-03-23,2027-04-01,,450,OBSERVATIONAL,OssDsign,INDUSTRY,True
NCT05405218,Trial of Ultrasound Guided Carpal Tunnel Release Versus Traditional Open Release (TUTOR),COMPLETED,2022-08-08,2024-03-30,NA,122,INTERVENTIONAL,"Sonex Health, Inc.",INDUSTRY,True
NCT03327220,Treatment With Iovera° for Total Knee Arthroplasty (TKA) Post-Operative Pain,COMPLETED,2017-11-06,2019-03-27,NA,124,INTERVENTIONAL,"Pacira Pharmaceuticals, Inc",INDUSTRY,True
NCT07298460,Stimulation-based Therapy to Improve Balance in DCM,NOT_YET_RECRUITING,2026-07-01,2028-07-01,"PHASE1, PHASE2",45,INTERVENTIONAL,Medical College of Wisconsin,OTHER,True
NCT05986617,Wearable Bioimpedance Analyzer for Tracking Body Composition Changes,TERMINATED,2023-07-14,2024-10-08,NA,60,INTERVENTIONAL,University of Iowa,OTHER,True
NCT04995601,Wearable Technology to Reduce Risk of DVT and Increase Patient Compliance,COMPLETED,2022-04-01,2023-03-31,NA,106,INTERVENTIONAL,Recovery Force LLC,INDUSTRY,True
NCT07287969,The Safety of Reusing Walking Boot Components for Patients Recovering From Acute Foot and Ankle Injuries,ENROLLING_BY_INVITATION,2024-09-25,2026-09,NA,60,INTERVENTIONAL,University of Utah,OTHER,True
NCT06664827,Blood Flow Restriction (BFR) Training on the Ulnar Collateral Ligament (UCL),RECRUITING,2025-01-16,2028-11,NA,50,INTERVENTIONAL,The Methodist Hospital Research Institute,OTHER,True
NCT03555266,NSS-2 BRIDGE Device in Post-Operative Pain Management,COMPLETED,2018-10-23,2021-06-30,NA,65,INTERVENTIONAL,Jacques E. Chelly,OTHER,True
NCT03270982,Comprehensive Segmental Revision System,ACTIVE_NOT_RECRUITING,2016-04,2035-12,,105,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT03628378,Orthosensor vs Conventional Total Knee Arthroplasty,COMPLETED,2017-12-20,2022-06-22,NA,130,INTERVENTIONAL,Columbia University,OTHER,True
NCT03711175,The Influence of Repairing the Sub-scapularis on Outcomes After Reverse Arthroplasty,ENROLLING_BY_INVITATION,2018-09-28,2028-12-31,NA,200,INTERVENTIONAL,"Encore Medical, L.P.",INDUSTRY,True
NCT07118501,"A Prospective, Post-Market, Clinical Follow-up Study of the Incompass™ Total Ankle System",RECRUITING,2026-02-06,2038-09-01,,200,OBSERVATIONAL,Stryker Trauma and Extremities,INDUSTRY,True
NCT05740176,The Synergy Disc for the Treatment of 2 Level Cervical Degenerative Disc Disease Compared With Cervical Fusion Surgery,ACTIVE_NOT_RECRUITING,2023-06-01,2026-12,NA,200,INTERVENTIONAL,Synergy Spine Solutions,INDUSTRY,True
NCT02067819,Proof of Concept Study of an Oral Orthotic to Reduce Tic Severity in Chronic Tic Disorder and Tourette Syndrome,COMPLETED,2014-03,2021-05,NA,21,INTERVENTIONAL,Weill Medical College of Cornell University,OTHER,True
NCT07212036,The Utilization of Ultrasound to Diagnose Pediatric Elbow Fractures,RECRUITING,2025-07-22,2027-09-02,NA,225,INTERVENTIONAL,Nemours Children's Clinic,OTHER,True
NCT07237737,Alexis Retractor in Total Hip Arthroplasty,NOT_YET_RECRUITING,2026-12,2028-01,NA,202,INTERVENTIONAL,University of Miami,OTHER,True
NCT03642444,Replacing Canes With an Elasticated Orthosis in Chronic Stroke Patients: The Influence on Gait and Balance. A Series of N-of-1 Trials,COMPLETED,2014-01-08,2015-01-30,NA,4,INTERVENTIONAL,Technical University of Bern,OTHER,True
NCT04208048,FLXfitTM 15 TLIF Interbody Fusion Device,COMPLETED,2018-10-15,2022-08-22,,31,OBSERVATIONAL,Rush University Medical Center,OTHER,True
NCT07171346,Post Operative Use of Neuromuscular Electrical Stimulation (NMES) Device for ACLR Patients,ENROLLING_BY_INVITATION,2026-02-10,2028-06,NA,25,INTERVENTIONAL,University of Kansas Medical Center,OTHER,True
NCT06627673,MultiCenter IDE Study of the PEEK-OPTIMA™ Femoral Component vs a CoCr Alloy TKA Femoral Component of Similar Design,NOT_YET_RECRUITING,2025-01-01,2028-03-01,NA,200,INTERVENTIONAL,Maxx Orthopedics Inc,INDUSTRY,True
NCT04002518,MDR - Biomet Cannulated Screws,ACTIVE_NOT_RECRUITING,2019-08-07,2026-12,,51,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT06451120,Platelet Rich Plasma Injections In Young And Old Human Subjects,RECRUITING,2024-06-01,2027-02-16,PHASE2,60,INTERVENTIONAL,"University of California, San Francisco",OTHER,True
NCT03162666,Patient Outcomes Using an Expandable Spacer,WITHDRAWN,2017-02-28,2020-11-06,,0,OBSERVATIONAL,Globus Medical Inc,INDUSTRY,True
NCT04469231,The Synergy Disc To Anterior Cervical Discectomy and Fusion,ACTIVE_NOT_RECRUITING,2020-10-30,2026-01-01,NA,175,INTERVENTIONAL,Synergy Spine Solutions,INDUSTRY,True
NCT05856370,The Ailliance Post-Market Clinical Study,RECRUITING,2023-05-01,2031-05,NA,1000,INTERVENTIONAL,Medtronic Spinal and Biologics,INDUSTRY,True
NCT06948591,BioBrace® Augmentation in Anterior Cruciate Ligament Reconstruction Procedures,RECRUITING,2025-04-08,2030-06,,500,OBSERVATIONAL,CONMED Corporation,INDUSTRY,True
NCT05666479,CGM Monitoring in T2DM Patients Undergoing Orthopaedic Replacement Surgery,ACTIVE_NOT_RECRUITING,2022-09-09,2024-09,,32,OBSERVATIONAL,Stony Brook University,OTHER,True
NCT04275973,Evaluating Mobility Interventions in the Real World,COMPLETED,2021-09-03,2024-08-01,NA,20,INTERVENTIONAL,"University of Wisconsin, Madison",OTHER,True
NCT04801680,Mpact 3D Metal Cup PMS,RECRUITING,2019-11-07,2032-12-07,,500,OBSERVATIONAL,Medacta International SA,INDUSTRY,True
NCT07020312,Brain-Computer Interface Visualization Training to Optimize Muscle Activation Following Orthopaedic Surgery,RECRUITING,2025-08-14,2028-08,PHASE2,240,INTERVENTIONAL,Rush University Medical Center,OTHER,True
NCT05011084,Combined Cryotherapy With Compression Versus Cryotherapy Alone After Orthopaedic Surgery,ACTIVE_NOT_RECRUITING,2020-11-02,2026-07-28,NA,348,INTERVENTIONAL,Walter Reed National Military Medical Center,FED,True
NCT06772506,Minimally Invasive Non-surgical Therapy for the Treatment of Splinted Stage IV Periodontitis,COMPLETED,2022-08-11,2024-11-30,NA,40,INTERVENTIONAL,Minia University,OTHER,True
NCT07336264,Characterization of Acute Pain,RECRUITING,2025-12-02,2028-06-02,,100,OBSERVATIONAL,Children's National Research Institute,OTHER,True
NCT06700109,INJECTABLE COLD ENERGY THERAPY FOR THE MANAGEMENT OF CHRONIC PAIN ASSOCIATED WITH OSTEOARTHRITIS OF THE KNEE,ACTIVE_NOT_RECRUITING,2024-11-19,2027-02-01,NA,263,INTERVENTIONAL,"Brixton Biosciences, Inc.",INDUSTRY,True
NCT03163017,Assessment of Ability of 3D Fluorscopy in Aiding Accurate Syndesmotic Reduction Following Traumatic Ankle Injury,COMPLETED,2017-03-01,2018-09-11,NA,30,INTERVENTIONAL,"The University of Texas Health Science Center, Houston",OTHER,True
NCT05329584,InSpace Accelerated Rehabilitation Study,RECRUITING,2022-02-07,2026-12,NA,160,INTERVENTIONAL,Stryker Endoscopy,INDUSTRY,True
NCT03184545,Comparing the Outcome of Electrical Stimulation and Physical Therapy in Patellofemoral Pain Syndrome,RECRUITING,2017-07-24,2027-06,PHASE3,92,INTERVENTIONAL,Northwell Health,OTHER,True
NCT05980234,MDR - Longevity IT Oblique and Offset Liners,TERMINATED,2023-08-30,2024-11-07,,6,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT03142958,Clinical Evaluation of Integra® Cadence™ Total Ankle System in Primary Ankle Joint Replacement (CADENCE),SUSPENDED,2017-08-24,2025-04-30,,132,OBSERVATIONAL,"Smith & Nephew, Inc.",INDUSTRY,True
NCT07455474,Clinical Research Study of the Benefits of BREG Polar Care Wave to Reduce Opioid Use by Patients Having Undergone Arthroscopic Rotator Cuff Repair Shoulder Surgery,COMPLETED,2023-10-01,2026-03-03,NA,50,INTERVENTIONAL,"University of Nevada, Reno",OTHER,True
NCT01473134,Safety and Efficacy of the Oxford Cementless Partial Knee System,COMPLETED,2011-12,2021-11-30,NA,320,INTERVENTIONAL,Zimmer Biomet,INDUSTRY,True
NCT04594993,INFINITY™ With ADAPTIS™ Technology Study,ACTIVE_NOT_RECRUITING,2021-02-09,2035-11,,200,OBSERVATIONAL,Stryker Trauma and Extremities,INDUSTRY,True
NCT03379168,Efficacy of Micro-fragmented Adipose Tissue Injection for Knee Osteoarthritis.,COMPLETED,2018-04-01,2023-10-01,NA,75,INTERVENTIONAL,"Dustin L. Richter, MD",OTHER,True
NCT04893824,Grappler® Interference Screw Post-Market Clinical Follow-Up Study,COMPLETED,2021-04-19,2022-03-25,,50,OBSERVATIONAL,Paragon 28,INDUSTRY,True
NCT06501859,Rehabilitation With the Shoulder Pacemaker,ENROLLING_BY_INVITATION,2023-08-02,2027-07,NA,100,INTERVENTIONAL,University of Utah,OTHER,True
NCT06565468,The Effect of Cold Water Immersion on Recovery and Performance in NCAA Division I Athletes,COMPLETED,2024-09-15,2025-06-30,NA,75,INTERVENTIONAL,"University of California, Los Angeles",OTHER,True
NCT01005940,Dental Device for Treatment of Sleep Apnea,COMPLETED,2010-01,2014-12,NA,20,INTERVENTIONAL,Ulysses Magalang MD,OTHER,True
NCT03683017,OrthoPulse 2.0 and 2.1 Feasibility Evaluation,UNKNOWN,2017-12-22,2020-06,NA,35,INTERVENTIONAL,"Biolux Research Holdings, Inc.",INDUSTRY,True
NCT05505513,Can an Array of Micro-electrodes Implanted in a Human Nerve Record Neural Signals and Provide Feedback?,RECRUITING,2020-12-21,2026-12,NA,3,INTERVENTIONAL,University of Utah,OTHER,True
NCT03135145,Post-operative Lite Run Study,COMPLETED,2017-05-15,2019-09-15,NA,10,INTERVENTIONAL,Gillette Children's Specialty Healthcare,OTHER,True
NCT03604029,Evaluating the Diagnostic Performance of ACS Using NIRS in Traumatized Lower Extremities,UNKNOWN,2019-01-07,2022-02-28,,300,OBSERVATIONAL,"Nonin Medical, Inc",INDUSTRY,True
NCT04770870,Post Approval Study2: Hintermann Series H3 Total Ankle Replacement System,RECRUITING,2022-02-01,2029-04,NA,232,INTERVENTIONAL,"DT MedTech, LLC",INDUSTRY,True
NCT02525562,"Stryker NTX Registry Scorpio NRG (Re-""Energize""), Triathlon Total Knee, Triathlon Partial Knee Resurfacing (PKR) With X3 Polyethylene Insert",TERMINATED,2012-06-28,2020-05-28,NA,237,INTERVENTIONAL,Stryker Orthopaedics,INDUSTRY,True
NCT03286868,Balancing Kinematically Aligned Total Knee Replacements During Total Primary Knee Arthroplasty Using Verasense,RECRUITING,2018-07-23,2026-09,NA,60,INTERVENTIONAL,Nova Scotia Health Authority,OTHER,True
NCT04731077,Avenir Complete Post-Market Clinical Follow-Up Study,ACTIVE_NOT_RECRUITING,2021-09-27,2036-06-01,NA,275,INTERVENTIONAL,Zimmer Biomet,INDUSTRY,True
NCT04796935,A Study to Test Performance of Needle Placements for Neuraxial Procedures Using Tactile Imaging vs Control,COMPLETED,2021-04-04,2021-11-24,NA,95,INTERVENTIONAL,"IntuiTap Medical, Inc",INDUSTRY,True
NCT06458816,Non-Invasive Distractor During Knee Arthroscopy,NOT_YET_RECRUITING,2024-06,2025-01,NA,14,INTERVENTIONAL,The Taylor Collaboration,OTHER,True
NCT03800927,Long-Duration Ultrasound for Knee Osteoarthritis,COMPLETED,2017-01-01,2019-06-01,NA,100,INTERVENTIONAL,"ZetrOZ, Inc.",INDUSTRY,True
NCT04821154,Persona Revision Knee System Outcomes,RECRUITING,2021-06-14,2027-12-31,,380,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
NCT05548972,G7 Dual Mobility With Vivacit-E or Longevity PMCF,ENROLLING_BY_INVITATION,2023-03-20,2037-08,NA,358,INTERVENTIONAL,Zimmer Biomet,INDUSTRY,True
NCT04128670,Effects of Kinesio Tape on Delayed Onset Muscle Soreness,RECRUITING,2020-01-30,2026-05-30,NA,36,INTERVENTIONAL,Indiana University,OTHER,True
NCT05356637,Bipolar Sealer for Reduction of Blood Loss in Anterior Total Hip Arthroplasties,UNKNOWN,2022-04-29,2024-02-01,NA,75,INTERVENTIONAL,"North Texas Medical Research Institute, PLLC",OTHER,True
NCT03382483,"Observational, Non-interventional Use of LIPUS to Mitigate Fracture Non-union in Patients at Risk",COMPLETED,2017-10-16,2022-05-01,,12387,OBSERVATIONAL,Bioventus LLC,INDUSTRY,True
NCT03061279,Clinical Trial Evaluating Acutrak Headless Compression Screw Fixation of Medial Malleolus Fractures,TERMINATED,2017-04-01,2017-10-26,NA,1,INTERVENTIONAL,Stanford University,OTHER,True
NCT04015167,A Post-Market Clinical Evaluation of the Treatment of Tibia Fractures With the T2 Alpha Tibia Nailing System,COMPLETED,2019-09-12,2023-08-08,,103,OBSERVATIONAL,Stryker Trauma and Extremities,INDUSTRY,True
NCT05487677,Subscapularis Repair Augmentation for Total Shoulder Arthroplasty,RECRUITING,2023-12-01,2028-12-01,NA,100,INTERVENTIONAL,Stanford University,OTHER,True
NCT04341948,Treatment of Post-Operative Pain Following Orthopedic Surgery With SPRINT® Peripheral Nerve Stimulation (PNS) System,COMPLETED,2020-08-06,2024-06-27,NA,56,INTERVENTIONAL,"SPR Therapeutics, Inc.",INDUSTRY,True
NCT06320925,SportsPro: Post-Market Clinical Follow Up Study,RECRUITING,2023-12-05,2026-12-01,,1500,OBSERVATIONAL,Stryker Endoscopy,INDUSTRY,True
NCT06259409,Regenn® Therapy System Safety Study,RECRUITING,2024-10-09,2026-06,PHASE1,30,INTERVENTIONAL,"Progenerative Medical, Inc",INDUSTRY,True
NCT07107581,Exactech Knee Systems Post Market Clinical Follow-up,ENROLLING_BY_INVITATION,2023-12-01,2036-01,,1879,OBSERVATIONAL,Exactech,INDUSTRY,True
NCT03877653,Freedom-1 Study for Chronic Knee Pain,RECRUITING,2021-09-01,2027-06,NA,100,INTERVENTIONAL,Curonix LLC,INDUSTRY,True
NCT07391592,Post Market Clinical Follow-Up Study for EVOLUTION® NitrX™ Keeled Tibia and EVOLUTION® NitrX™ CS/CR Femur With Cruciate Sacrificing Insert,ACTIVE_NOT_RECRUITING,2025-08-18,2032-12-31,,100,OBSERVATIONAL,MicroPort Orthopedics Inc.,INDUSTRY,True
NCT04781621,Foundational Ingredients of Robotic Gait Training for People with Spinal Cord Injury During Inpatient Therapy,COMPLETED,2021-04-12,2024-03-08,NA,115,INTERVENTIONAL,Baylor Research Institute,OTHER,True
NCT05523349,An Investigation on Function and Performance of a New Microprocessor Controlled Prosthetic Knee,COMPLETED,2022-08-15,2022-09-30,NA,14,INTERVENTIONAL,Össur Iceland ehf,INDUSTRY,True
NCT01307384,Zimmer Continuum Metal on Polyethylene (MoP) PostMarket Clinical Followup (PMCF) Study,ACTIVE_NOT_RECRUITING,2011-03-29,2027-12,,165,OBSERVATIONAL,Zimmer Biomet,INDUSTRY,True
